date,cases,recovered,deaths,ratio_cases,ratio_recovered,ratio_deaths,LOC_ID,country_region,province_state,lat,long,zone,population
2020-01-22,0,0,0,0.0,0.0,0.0,531,Netherlands,Curacao,12.1696,-68.99,state,164100
2020-01-22,0,0,0,0.0,0.0,0.0,534,Netherlands,"Sint Maarten",18.0425,-63.0548,state,42882
2020-01-22,0,0,0,0.0,0.0,0.0,554,"New Zealand","",-40.9006,174.886,country,4822233
2020-01-22,0,0,0,0.0,0.0,0.0,558,Nicaragua,"",12.865416,-85.207229,country,6624554
2020-01-22,0,0,0,0.0,0.0,0.0,562,Niger,"",17.607789,8.081666,country,24206636
2020-01-22,0,0,0,0.0,0.0,0.0,566,Nigeria,"",9.082,8.6753,country,206139587
2020-01-22,0,0,0,0.0,0.0,0.0,807,"North Macedonia","",41.6086,21.7453,country,2083380
2020-01-22,0,0,0,0.0,0.0,0.0,578,Norway,"",60.472,8.4689,country,5421242
2020-01-22,0,0,0,0.0,0.0,0.0,512,Oman,"",21.512583,55.923255,country,5106622
2020-01-22,0,0,0,0.0,0.0,0.0,586,Pakistan,"",30.3753,69.3451,country,220892331
2020-01-22,0,0,0,0.0,0.0,0.0,591,Panama,"",8.538,-80.7821,country,4314768
2020-01-22,0,0,0,0.0,0.0,0.0,598,"Papua New Guinea","",-6.314993,143.95555,country,8947027
2020-01-22,0,0,0,0.0,0.0,0.0,600,Paraguay,"",-23.4425,-58.4438,country,7132530
2020-01-22,0,0,0,0.0,0.0,0.0,604,Peru,"",-9.19,-75.0152,country,32971846
2020-01-22,0,0,0,0.0,0.0,0.0,608,Philippines,"",12.879721,121.774017,country,109581085
2020-01-22,0,0,0,0.0,0.0,0.0,616,Poland,"",51.9194,19.1451,country,37846605
2020-01-22,0,0,0,0.0,0.0,0.0,620,Portugal,"",39.3999,-8.2245,country,10196707
2020-01-22,0,0,0,0.0,0.0,0.0,634,Qatar,"",25.3548,51.1839,country,2881060
2020-01-22,0,0,0,0.0,0.0,0.0,642,Romania,"",45.9432,24.9668,country,19237682
2020-01-22,0,0,0,0.0,0.0,0.0,643,Russia,"",61.52401,105.318756,country,145934460
2020-01-22,0,0,0,0.0,0.0,0.0,646,Rwanda,"",-1.9403,29.8739,country,12952209
2020-01-22,0,0,0,0.0,0.0,0.0,659,"Saint Kitts and Nevis","",17.357822,-62.782998,country,53192
2020-01-22,0,0,0,0.0,0.0,0.0,662,"Saint Lucia","",13.9094,-60.9789,country,183629
2020-01-22,0,0,0,0.0,0.0,0.0,670,"Saint Vincent and the Grenadines","",12.9843,-61.2872,country,110947
2020-01-22,0,0,0,0.0,0.0,0.0,674,"San Marino","",43.9424,12.4578,country,33938
2020-01-22,0,0,0,0.0,0.0,0.0,678,"Sao Tome and Principe","",0.1864,6.6131,country,219161
2020-01-22,0,0,0,0.0,0.0,0.0,682,"Saudi Arabia","",23.885942,45.079162,country,34813867
2020-01-22,0,0,0,0.0,0.0,0.0,686,Senegal,"",14.4974,-14.4524,country,16743930
2020-01-22,0,0,0,0.0,0.0,0.0,688,Serbia,"",44.0165,21.0059,country,8737370
2020-01-22,0,0,0,0.0,0.0,0.0,690,Seychelles,"",-4.6796,55.492,country,98340
2020-01-22,0,0,0,0.0,0.0,0.0,694,"Sierra Leone","",8.460555,-11.779889,country,7976985
2020-01-22,0,0,0,0.0,0.0,0.0,702,Singapore,"",1.2833,103.8333,country,5850343
2020-01-22,0,0,0,0.0,0.0,0.0,703,Slovakia,"",48.669,19.699,country,5459643
2020-01-22,0,0,0,0.0,0.0,0.0,705,Slovenia,"",46.1512,14.9955,country,2078932
2020-01-22,0,0,0,0.0,0.0,0.0,706,Somalia,"",5.152149,46.199616,country,15893219
2020-01-22,0,0,0,0.0,0.0,0.0,710,"South Africa","",-30.5595,22.9375,country,59308690
2020-01-22,0,0,0,0.0,0.0,0.0,728,"South Sudan","",6.877,31.307,country,11193729
2020-01-22,0,0,0,0.0,0.0,0.0,724,Spain,"",40.463667,-3.74922,country,46754783
2020-01-22,0,0,0,0.0,0.0,0.0,144,"Sri Lanka","",7.873054,80.771797,country,21413250
2020-01-22,0,0,0,0.0,0.0,0.0,729,Sudan,"",12.8628,30.2176,country,43849269
2020-01-22,0,0,0,0.0,0.0,0.0,740,Suriname,"",3.9193,-56.0278,country,586634
2020-01-22,0,0,0,0.0,0.0,0.0,752,Sweden,"",60.128161,18.643501,country,10099270
2020-01-22,0,0,0,0.0,0.0,0.0,756,Switzerland,"",46.8182,8.2275,country,8654618
2020-01-22,0,0,0,0.0,0.0,0.0,760,Syria,"",34.802075,38.996815,country,17500657
2020-01-22,1,0,0,0.0,0.0,0.0,158,Taiwan*,"",23.7,121.0,country,23816775
2020-01-22,0,0,0,0.0,0.0,0.0,762,Tajikistan,"",38.861,71.2761,country,9537642
2020-01-22,0,0,0,0.0,0.0,0.0,834,Tanzania,"",-6.369028,34.888822,country,59734213
2020-01-22,2,0,0,0.0,0.0,0.0,764,Thailand,"",15.870032,100.992541,country,69799978
2020-01-22,0,0,0,0.0,0.0,0.0,626,Timor-Leste,"",-8.874217,125.727539,country,1318442
2020-01-22,0,0,0,0.0,0.0,0.0,768,Togo,"",8.6195,0.8248,country,8278737
2020-01-22,0,0,0,0.0,0.0,0.0,780,"Trinidad and Tobago","",10.6918,-61.2225,country,1399491
2020-01-22,0,0,0,0.0,0.0,0.0,788,Tunisia,"",33.886917,9.537499,country,11818618
2020-01-22,0,0,0,0.0,0.0,0.0,792,Turkey,"",38.9637,35.2433,country,84339067
2020-01-22,1,0,0,0.0,0.0,0.0,840,US,"",40.0,-100.0,country,329466283
2020-01-22,0,0,0,0.0,0.0,0.0,800,Uganda,"",1.373333,32.290275,country,45741000
2020-01-22,0,0,0,0.0,0.0,0.0,804,Ukraine,"",48.3794,31.1656,country,43733759
2020-01-22,0,0,0,0.0,0.0,0.0,784,"United Arab Emirates","",23.424076,53.847818,country,9890400
2020-01-22,0,0,0,0.0,0.0,0.0,826,"United Kingdom","",55.3781,-3.436,country,67886004
2020-01-22,0,0,0,0.0,0.0,0.0,660,"United Kingdom",Anguilla,18.2206,-63.0686,state,15002
2020-01-22,0,0,0,0.0,0.0,0.0,60,"United Kingdom",Bermuda,32.3078,-64.7505,state,62273
2020-01-22,0,0,0,0.0,0.0,0.0,92,"United Kingdom","British Virgin Islands",18.4207,-64.64,state,30237
2020-01-22,0,0,0,0.0,0.0,0.0,136,"United Kingdom","Cayman Islands",19.3133,-81.2546,state,65720
2020-01-22,0,0,0,0.0,0.0,0.0,8261,"United Kingdom","Channel Islands",49.3723,-2.3644,state,170499
2020-01-22,0,0,0,0.0,0.0,0.0,238,"United Kingdom","Falkland Islands (Malvinas)",-51.7963,-59.5236,state,3483
2020-01-22,0,0,0,0.0,0.0,0.0,292,"United Kingdom",Gibraltar,36.1408,-5.3536,state,33691
2020-01-22,0,0,0,0.0,0.0,0.0,833,"United Kingdom","Isle of Man",54.2361,-4.5481,state,85032
2020-01-22,0,0,0,0.0,0.0,0.0,500,"United Kingdom",Montserrat,16.742498,-62.187366,state,4999
2020-01-22,0,0,0,0.0,0.0,0.0,796,"United Kingdom","Turks and Caicos Islands",21.694,-71.7979,state,38718
2020-01-22,0,0,0,0.0,0.0,0.0,858,Uruguay,"",-32.5228,-55.7658,country,3473727
2020-01-22,0,0,0,0.0,0.0,0.0,860,Uzbekistan,"",41.377491,64.585262,country,33469199
2020-01-22,0,0,0,0.0,0.0,0.0,862,Venezuela,"",6.4238,-66.5897,country,28435943
2020-01-22,0,0,0,0.0,0.0,0.0,704,Vietnam,"",14.058324,108.277199,country,97338583
2020-01-22,0,0,0,0.0,0.0,0.0,275,"West Bank and Gaza","",31.9522,35.2332,country,5101416
