date,horaire,annee,mois,jours,heure,minute,jour_annee,idx_semaine,idx_jour,jour_semaine,idx_tranche,tranche_horaire,idx_saison,saison,comptage_cumul,comptage_quotidien,methode
2020-03-12,00:00:00,2020,3,12,0,0,72,11,3,Jeudi,0,Nuit,3,Hiver,0,0,"Reporté"
2020-03-12,01:00:00,2020,3,12,1,0,72,11,3,Jeudi,0,Nuit,3,Hiver,10,10,"Estimé"
2020-03-12,02:00:00,2020,3,12,2,0,72,11,3,Jeudi,0,Nuit,3,Hiver,20,20,"Estimé"
2020-03-12,03:00:00,2020,3,12,3,0,72,11,3,Jeudi,0,Nuit,3,Hiver,30,30,"Estimé"
2020-03-12,04:00:00,2020,3,12,4,0,72,11,3,Jeudi,0,Nuit,3,Hiver,40,40,"Estimé"
2020-03-12,05:00:00,2020,3,12,5,0,72,11,3,Jeudi,0,Nuit,3,Hiver,50,50,"Estimé"
2020-03-12,06:00:00,2020,3,12,6,0,72,11,3,Jeudi,0,Nuit,3,Hiver,59,59,"Estimé"
2020-03-12,07:00:00,2020,3,12,7,0,72,11,3,Jeudi,0,Nuit,3,Hiver,69,69,"Estimé"
2020-03-12,08:00:00,2020,3,12,8,0,72,11,3,Jeudi,1,Matin,3,Hiver,79,79,"Estimé"
2020-03-12,09:00:00,2020,3,12,9,0,72,11,3,Jeudi,1,Matin,3,Hiver,89,89,"Estimé"
2020-03-12,10:00:00,2020,3,12,10,0,72,11,3,Jeudi,1,Matin,3,Hiver,99,99,"Estimé"
2020-03-12,11:00:00,2020,3,12,11,0,72,11,3,Jeudi,1,Matin,3,Hiver,109,109,"Relevé"
2020-03-12,12:00:00,2020,3,12,12,0,72,11,3,Jeudi,2,"Après-Midi",3,Hiver,220,220,"Estimé"
2020-03-12,13:00:00,2020,3,12,13,0,72,11,3,Jeudi,2,"Après-Midi",3,Hiver,330,330,"Estimé"
2020-03-12,14:00:00,2020,3,12,14,0,72,11,3,Jeudi,2,"Après-Midi",3,Hiver,441,441,"Relevé"
2020-03-12,15:00:00,2020,3,12,15,0,72,11,3,Jeudi,2,"Après-Midi",3,Hiver,550,550,"Estimé"
2020-03-12,16:00:00,2020,3,12,16,0,72,11,3,Jeudi,2,"Après-Midi",3,Hiver,660,660,"Estimé"
2020-03-12,17:00:00,2020,3,12,17,0,72,11,3,Jeudi,2,"Après-Midi",3,Hiver,770,770,"Estimé"
2020-03-12,18:00:00,2020,3,12,18,0,72,11,3,Jeudi,3,Soir,3,Hiver,879,879,"Estimé"
2020-03-12,19:00:00,2020,3,12,19,0,72,11,3,Jeudi,3,Soir,3,Hiver,988,988,"Estimé"
2020-03-12,20:00:00,2020,3,12,20,0,72,11,3,Jeudi,3,Soir,3,Hiver,1098,1098,"Estimé"
2020-03-12,21:00:00,2020,3,12,21,0,72,11,3,Jeudi,3,Soir,3,Hiver,1208,1208,"Estimé"
2020-03-12,22:00:00,2020,3,12,22,0,72,11,3,Jeudi,3,Soir,3,Hiver,1317,1317,"Estimé"
2020-03-12,23:00:00,2020,3,12,23,0,72,11,3,Jeudi,3,Soir,3,Hiver,1426,1426,"Estimé"
2020-03-13,00:00:00,2020,3,13,0,0,73,11,4,Vendredi,0,Nuit,3,Hiver,1536,0,"Reporté"
2020-03-13,01:00:00,2020,3,13,1,0,73,11,4,Vendredi,0,Nuit,3,Hiver,1574,38,"Estimé"
2020-03-13,02:00:00,2020,3,13,2,0,73,11,4,Vendredi,0,Nuit,3,Hiver,1613,77,"Estimé"
2020-03-13,03:00:00,2020,3,13,3,0,73,11,4,Vendredi,0,Nuit,3,Hiver,1652,116,"Estimé"
2020-03-13,04:00:00,2020,3,13,4,0,73,11,4,Vendredi,0,Nuit,3,Hiver,1690,154,"Estimé"
2020-03-13,05:00:00,2020,3,13,5,0,73,11,4,Vendredi,0,Nuit,3,Hiver,1728,192,"Estimé"
2020-03-13,06:00:00,2020,3,13,6,0,73,11,4,Vendredi,0,Nuit,3,Hiver,1767,231,"Estimé"
2020-03-13,07:00:00,2020,3,13,7,0,73,11,4,Vendredi,0,Nuit,3,Hiver,1806,270,"Estimé"
2020-03-13,08:00:00,2020,3,13,8,0,73,11,4,Vendredi,1,Matin,3,Hiver,1844,308,"Estimé"
2020-03-13,09:00:00,2020,3,13,9,0,73,11,4,Vendredi,1,Matin,3,Hiver,1882,346,"Estimé"
2020-03-13,10:00:00,2020,3,13,10,0,73,11,4,Vendredi,1,Matin,3,Hiver,1921,385,"Relevé"
2020-03-13,11:00:00,2020,3,13,11,0,73,11,4,Vendredi,1,Matin,3,Hiver,2017,481,"Estimé"
2020-03-13,12:00:00,2020,3,13,12,0,73,11,4,Vendredi,2,"Après-Midi",3,Hiver,2113,577,"Estimé"
2020-03-13,13:00:00,2020,3,13,13,0,73,11,4,Vendredi,2,"Après-Midi",3,Hiver,2209,673,"Estimé"
2020-03-13,14:00:00,2020,3,13,14,0,73,11,4,Vendredi,2,"Après-Midi",3,Hiver,2305,769,"Relevé"
2020-03-13,15:00:00,2020,3,13,15,0,73,11,4,Vendredi,2,"Après-Midi",3,Hiver,2437,901,"Estimé"
2020-03-13,16:00:00,2020,3,13,16,0,73,11,4,Vendredi,2,"Après-Midi",3,Hiver,2570,1034,"Estimé"
2020-03-13,17:00:00,2020,3,13,17,0,73,11,4,Vendredi,2,"Après-Midi",3,Hiver,2702,1166,"Estimé"
2020-03-13,18:00:00,2020,3,13,18,0,73,11,4,Vendredi,3,Soir,3,Hiver,2834,1298,"Relevé"
2020-03-13,19:00:00,2020,3,13,19,0,73,11,4,Vendredi,3,Soir,3,Hiver,2896,1360,"Estimé"
2020-03-13,20:00:00,2020,3,13,20,0,73,11,4,Vendredi,3,Soir,3,Hiver,2959,1423,"Estimé"
2020-03-13,21:00:00,2020,3,13,21,0,73,11,4,Vendredi,3,Soir,3,Hiver,3022,1486,"Estimé"
2020-03-13,22:00:00,2020,3,13,22,0,73,11,4,Vendredi,3,Soir,3,Hiver,3084,1548,"Estimé"
2020-03-13,23:00:00,2020,3,13,23,0,73,11,4,Vendredi,3,Soir,3,Hiver,3146,1610,"Estimé"
2020-03-14,00:00:00,2020,3,14,0,0,74,11,5,Samedi,0,Nuit,3,Hiver,3209,0,"Reporté"
2020-03-14,01:00:00,2020,3,14,1,0,74,11,5,Samedi,0,Nuit,3,Hiver,3255,46,"Estimé"
2020-03-14,02:00:00,2020,3,14,2,0,74,11,5,Samedi,0,Nuit,3,Hiver,3302,93,"Estimé"
2020-03-14,03:00:00,2020,3,14,3,0,74,11,5,Samedi,0,Nuit,3,Hiver,3348,139,"Estimé"
2020-03-14,04:00:00,2020,3,14,4,0,74,11,5,Samedi,0,Nuit,3,Hiver,3394,185,"Estimé"
2020-03-14,05:00:00,2020,3,14,5,0,74,11,5,Samedi,0,Nuit,3,Hiver,3441,232,"Estimé"
2020-03-14,06:00:00,2020,3,14,6,0,74,11,5,Samedi,0,Nuit,3,Hiver,3487,278,"Estimé"
2020-03-14,07:00:00,2020,3,14,7,0,74,11,5,Samedi,0,Nuit,3,Hiver,3534,325,"Estimé"
2020-03-14,08:00:00,2020,3,14,8,0,74,11,5,Samedi,1,Matin,3,Hiver,3580,371,"Estimé"
2020-03-14,09:00:00,2020,3,14,9,0,74,11,5,Samedi,1,Matin,3,Hiver,3626,417,"Estimé"
2020-03-14,10:00:00,2020,3,14,10,0,74,11,5,Samedi,1,Matin,3,Hiver,3673,464,"Estimé"
2020-03-14,11:00:00,2020,3,14,11,0,74,11,5,Samedi,1,Matin,3,Hiver,3719,510,"Estimé"
2020-03-14,12:00:00,2020,3,14,12,0,74,11,5,Samedi,2,"Après-Midi",3,Hiver,3766,557,"Estimé"
2020-03-14,13:00:00,2020,3,14,13,0,74,11,5,Samedi,2,"Après-Midi",3,Hiver,3812,603,"Estimé"
2020-03-14,14:00:00,2020,3,14,14,0,74,11,5,Samedi,2,"Après-Midi",3,Hiver,3858,649,"Estimé"
2020-03-14,15:00:00,2020,3,14,15,0,74,11,5,Samedi,2,"Après-Midi",3,Hiver,3905,696,"Estimé"
2020-03-14,16:00:00,2020,3,14,16,0,74,11,5,Samedi,2,"Après-Midi",3,Hiver,3951,742,"Relevé"
2020-03-14,17:00:00,2020,3,14,17,0,74,11,5,Samedi,2,"Après-Midi",3,Hiver,4012,803,"Estimé"
2020-03-14,18:00:00,2020,3,14,18,0,74,11,5,Samedi,3,Soir,3,Hiver,4074,865,"Estimé"
2020-03-14,19:00:00,2020,3,14,19,0,74,11,5,Samedi,3,Soir,3,Hiver,4135,926,"Estimé"
2020-03-14,20:00:00,2020,3,14,20,0,74,11,5,Samedi,3,Soir,3,Hiver,4196,987,"Estimé"
2020-03-14,21:00:00,2020,3,14,21,0,74,11,5,Samedi,3,Soir,3,Hiver,4258,1049,"Estimé"
2020-03-14,22:00:00,2020,3,14,22,0,74,11,5,Samedi,3,Soir,3,Hiver,4319,1110,"Estimé"
2020-03-14,23:00:00,2020,3,14,23,0,74,11,5,Samedi,3,Soir,3,Hiver,4381,1172,"Estimé"
2020-03-15,00:00:00,2020,3,15,0,0,75,11,6,Dimanche,0,Nuit,3,Hiver,4442,0,"Reporté"
2020-03-15,01:00:00,2020,3,15,1,0,75,11,6,Dimanche,0,Nuit,3,Hiver,4450,8,"Estimé"
2020-03-15,02:00:00,2020,3,15,2,0,75,11,6,Dimanche,0,Nuit,3,Hiver,4458,16,"Estimé"
2020-03-15,03:00:00,2020,3,15,3,0,75,11,6,Dimanche,0,Nuit,3,Hiver,4465,23,"Estimé"
2020-03-15,04:00:00,2020,3,15,4,0,75,11,6,Dimanche,0,Nuit,3,Hiver,4473,31,"Estimé"
2020-03-15,05:00:00,2020,3,15,5,0,75,11,6,Dimanche,0,Nuit,3,Hiver,4481,39,"Estimé"
2020-03-15,06:00:00,2020,3,15,6,0,75,11,6,Dimanche,0,Nuit,3,Hiver,4489,47,"Estimé"
2020-03-15,07:00:00,2020,3,15,7,0,75,11,6,Dimanche,0,Nuit,3,Hiver,4496,54,"Estimé"
2020-03-15,08:00:00,2020,3,15,8,0,75,11,6,Dimanche,1,Matin,3,Hiver,4504,62,"Estimé"
2020-03-15,09:00:00,2020,3,15,9,0,75,11,6,Dimanche,1,Matin,3,Hiver,4512,70,"Relevé"
2020-03-15,10:00:00,2020,3,15,10,0,75,11,6,Dimanche,1,Matin,3,Hiver,4540,98,"Estimé"
2020-03-15,11:00:00,2020,3,15,11,0,75,11,6,Dimanche,1,Matin,3,Hiver,4567,125,"Relevé"
2020-03-15,12:00:00,2020,3,15,12,0,75,11,6,Dimanche,2,"Après-Midi",3,Hiver,4615,173,"Estimé"
2020-03-15,13:00:00,2020,3,15,13,0,75,11,6,Dimanche,2,"Après-Midi",3,Hiver,4662,220,"Estimé"
2020-03-15,14:00:00,2020,3,15,14,0,75,11,6,Dimanche,2,"Après-Midi",3,Hiver,4710,268,"Relevé"
2020-03-15,15:00:00,2020,3,15,15,0,75,11,6,Dimanche,2,"Après-Midi",3,Hiver,4825,383,"Relevé"
2020-03-15,16:00:00,2020,3,15,16,0,75,11,6,Dimanche,2,"Après-Midi",3,Hiver,4862,420,"Estimé"
2020-03-15,17:00:00,2020,3,15,17,0,75,11,6,Dimanche,2,"Après-Midi",3,Hiver,4898,456,"Estimé"
2020-03-15,18:00:00,2020,3,15,18,0,75,11,6,Dimanche,3,Soir,3,Hiver,4935,493,"Estimé"
2020-03-15,19:00:00,2020,3,15,19,0,75,11,6,Dimanche,3,Soir,3,Hiver,4971,529,"Estimé"
2020-03-15,20:00:00,2020,3,15,20,0,75,11,6,Dimanche,3,Soir,3,Hiver,5008,566,"Relevé"
2020-03-15,21:00:00,2020,3,15,21,0,75,11,6,Dimanche,3,Soir,3,Hiver,5027,585,"Estimé"
2020-03-15,22:00:00,2020,3,15,22,0,75,11,6,Dimanche,3,Soir,3,Hiver,5046,604,"Estimé"
2020-03-15,23:00:00,2020,3,15,23,0,75,11,6,Dimanche,3,Soir,3,Hiver,5064,622,"Estimé"
2020-03-16,00:00:00,2020,3,16,0,0,76,12,0,Lundi,0,Nuit,3,Hiver,5083,0,"Reporté"
2020-03-16,01:00:00,2020,3,16,1,0,76,12,0,Lundi,0,Nuit,3,Hiver,5085,2,"Estimé"
2020-03-16,02:00:00,2020,3,16,2,0,76,12,0,Lundi,0,Nuit,3,Hiver,5088,5,"Estimé"
2020-03-16,03:00:00,2020,3,16,3,0,76,12,0,Lundi,0,Nuit,3,Hiver,5090,7,"Estimé"
2020-03-16,04:00:00,2020,3,16,4,0,76,12,0,Lundi,0,Nuit,3,Hiver,5092,9,"Estimé"
2020-03-16,05:00:00,2020,3,16,5,0,76,12,0,Lundi,0,Nuit,3,Hiver,5095,12,"Estimé"
2020-03-16,06:00:00,2020,3,16,6,0,76,12,0,Lundi,0,Nuit,3,Hiver,5097,14,"Relevé"
2020-03-16,07:00:00,2020,3,16,7,0,76,12,0,Lundi,0,Nuit,3,Hiver,5136,53,"Estimé"
2020-03-16,08:00:00,2020,3,16,8,0,76,12,0,Lundi,1,Matin,3,Hiver,5176,93,"Relevé"
2020-03-16,09:00:00,2020,3,16,9,0,76,12,0,Lundi,1,Matin,3,Hiver,5233,150,"Estimé"
2020-03-16,10:00:00,2020,3,16,10,0,76,12,0,Lundi,1,Matin,3,Hiver,5291,208,"Estimé"
2020-03-16,11:00:00,2020,3,16,11,0,76,12,0,Lundi,1,Matin,3,Hiver,5348,265,"Relevé"
2020-03-16,12:00:00,2020,3,16,12,0,76,12,0,Lundi,2,"Après-Midi",3,Hiver,5415,332,"Estimé"
2020-03-16,13:00:00,2020,3,16,13,0,76,12,0,Lundi,2,"Après-Midi",3,Hiver,5481,398,"Estimé"
2020-03-16,14:00:00,2020,3,16,14,0,76,12,0,Lundi,2,"Après-Midi",3,Hiver,5548,465,"Estimé"
2020-03-16,15:00:00,2020,3,16,15,0,76,12,0,Lundi,2,"Après-Midi",3,Hiver,5615,532,"Estimé"
2020-03-16,16:00:00,2020,3,16,16,0,76,12,0,Lundi,2,"Après-Midi",3,Hiver,5681,598,"Estimé"
2020-03-16,17:00:00,2020,3,16,17,0,76,12,0,Lundi,2,"Après-Midi",3,Hiver,5748,665,"Relevé"
2020-03-16,18:00:00,2020,3,16,18,0,76,12,0,Lundi,3,Soir,3,Hiver,5836,753,"Relevé"
2020-03-16,19:00:00,2020,3,16,19,0,76,12,0,Lundi,3,Soir,3,Hiver,5877,794,"Estimé"
2020-03-16,20:00:00,2020,3,16,20,0,76,12,0,Lundi,3,Soir,3,Hiver,5917,834,"Estimé"
2020-03-16,21:00:00,2020,3,16,21,0,76,12,0,Lundi,3,Soir,3,Hiver,5958,875,"Relevé"
2020-03-16,22:00:00,2020,3,16,22,0,76,12,0,Lundi,3,Soir,3,Hiver,6010,927,"Relevé"
2020-03-16,23:00:00,2020,3,16,23,0,76,12,0,Lundi,3,Soir,3,Hiver,6020,937,"Estimé"
2020-03-17,00:00:00,2020,3,17,0,0,77,12,1,Mardi,0,Nuit,3,Hiver,6029,0,"Reporté"
2020-03-17,01:00:00,2020,3,17,1,0,77,12,1,Mardi,0,Nuit,3,Hiver,6042,13,"Estimé"
2020-03-17,02:00:00,2020,3,17,2,0,77,12,1,Mardi,0,Nuit,3,Hiver,6054,25,"Estimé"
2020-03-17,03:00:00,2020,3,17,3,0,77,12,1,Mardi,0,Nuit,3,Hiver,6066,37,"Estimé"
2020-03-17,04:00:00,2020,3,17,4,0,77,12,1,Mardi,0,Nuit,3,Hiver,6079,50,"Estimé"
2020-03-17,05:00:00,2020,3,17,5,0,77,12,1,Mardi,0,Nuit,3,Hiver,6092,63,"Estimé"
2020-03-17,06:00:00,2020,3,17,6,0,77,12,1,Mardi,0,Nuit,3,Hiver,6104,75,"Estimé"
2020-03-17,07:00:00,2020,3,17,7,0,77,12,1,Mardi,0,Nuit,3,Hiver,6116,87,"Estimé"
2020-03-17,08:00:00,2020,3,17,8,0,77,12,1,Mardi,1,Matin,3,Hiver,6129,100,"Relevé"
2020-03-17,09:00:00,2020,3,17,9,0,77,12,1,Mardi,1,Matin,3,Hiver,6172,143,"Estimé"
2020-03-17,10:00:00,2020,3,17,10,0,77,12,1,Mardi,1,Matin,3,Hiver,6216,187,"Relevé"
2020-03-17,11:00:00,2020,3,17,11,0,77,12,1,Mardi,1,Matin,3,Hiver,6286,257,"Relevé"
2020-03-17,12:00:00,2020,3,17,12,0,77,12,1,Mardi,2,"Après-Midi",3,Hiver,6319,290,"Relevé"
2020-03-17,13:00:00,2020,3,17,13,0,77,12,1,Mardi,2,"Après-Midi",3,Hiver,6346,317,"Estimé"
2020-03-17,14:00:00,2020,3,17,14,0,77,12,1,Mardi,2,"Après-Midi",3,Hiver,6374,345,"Estimé"
2020-03-17,15:00:00,2020,3,17,15,0,77,12,1,Mardi,2,"Après-Midi",3,Hiver,6401,372,"Relevé"
2020-03-17,16:00:00,2020,3,17,16,0,77,12,1,Mardi,2,"Après-Midi",3,Hiver,6436,407,"Estimé"
2020-03-17,17:00:00,2020,3,17,17,0,77,12,1,Mardi,2,"Après-Midi",3,Hiver,6470,441,"Estimé"
2020-03-17,18:00:00,2020,3,17,18,0,77,12,1,Mardi,3,Soir,3,Hiver,6504,475,"Estimé"
2020-03-17,19:00:00,2020,3,17,19,0,77,12,1,Mardi,3,Soir,3,Hiver,6539,510,"Relevé"
2020-03-17,20:00:00,2020,3,17,20,0,77,12,1,Mardi,3,Soir,3,Hiver,6549,520,"Estimé"
2020-03-17,21:00:00,2020,3,17,21,0,77,12,1,Mardi,3,Soir,3,Hiver,6559,530,"Estimé"
2020-03-17,22:00:00,2020,3,17,22,0,77,12,1,Mardi,3,Soir,3,Hiver,6568,539,"Estimé"
2020-03-17,23:00:00,2020,3,17,23,0,77,12,1,Mardi,3,Soir,3,Hiver,6578,549,"Estimé"
2020-03-18,00:00:00,2020,3,18,0,0,78,12,2,Mecredi,0,Nuit,3,Hiver,6588,0,"Reporté"
2020-03-18,01:00:00,2020,3,18,1,0,78,12,2,Mecredi,0,Nuit,3,Hiver,6591,3,"Estimé"
2020-03-18,02:00:00,2020,3,18,2,0,78,12,2,Mecredi,0,Nuit,3,Hiver,6594,6,"Estimé"
2020-03-18,03:00:00,2020,3,18,3,0,78,12,2,Mecredi,0,Nuit,3,Hiver,6598,10,"Estimé"
2020-03-18,04:00:00,2020,3,18,4,0,78,12,2,Mecredi,0,Nuit,3,Hiver,6601,13,"Estimé"
2020-03-18,05:00:00,2020,3,18,5,0,78,12,2,Mecredi,0,Nuit,3,Hiver,6604,16,"Estimé"
2020-03-18,06:00:00,2020,3,18,6,0,78,12,2,Mecredi,0,Nuit,3,Hiver,6608,20,"Estimé"
2020-03-18,07:00:00,2020,3,18,7,0,78,12,2,Mecredi,0,Nuit,3,Hiver,6611,23,"Estimé"
2020-03-18,08:00:00,2020,3,18,8,0,78,12,2,Mecredi,1,Matin,3,Hiver,6614,26,"Relevé"
2020-03-18,09:00:00,2020,3,18,9,0,78,12,2,Mecredi,1,Matin,3,Hiver,6643,55,"Estimé"
2020-03-18,10:00:00,2020,3,18,10,0,78,12,2,Mecredi,1,Matin,3,Hiver,6672,84,"Estimé"
2020-03-18,11:00:00,2020,3,18,11,0,78,12,2,Mecredi,1,Matin,3,Hiver,6700,112,"Estimé"
2020-03-18,12:00:00,2020,3,18,12,0,78,12,2,Mecredi,2,"Après-Midi",3,Hiver,6729,141,"Relevé"
2020-03-18,13:00:00,2020,3,18,13,0,78,12,2,Mecredi,2,"Après-Midi",3,Hiver,6777,189,"Estimé"
2020-03-18,14:00:00,2020,3,18,14,0,78,12,2,Mecredi,2,"Après-Midi",3,Hiver,6825,237,"Estimé"
2020-03-18,15:00:00,2020,3,18,15,0,78,12,2,Mecredi,2,"Après-Midi",3,Hiver,6873,285,"Estimé"
2020-03-18,16:00:00,2020,3,18,16,0,78,12,2,Mecredi,2,"Après-Midi",3,Hiver,6920,332,"Estimé"
2020-03-18,17:00:00,2020,3,18,17,0,78,12,2,Mecredi,2,"Après-Midi",3,Hiver,6968,380,"Estimé"
2020-03-18,18:00:00,2020,3,18,18,0,78,12,2,Mecredi,3,Soir,3,Hiver,7016,428,"Estimé"
2020-03-18,19:00:00,2020,3,18,19,0,78,12,2,Mecredi,3,Soir,3,Hiver,7064,476,"Relevé"
2020-03-18,20:00:00,2020,3,18,20,0,78,12,2,Mecredi,3,Soir,3,Hiver,7078,490,"Relevé"
2020-03-18,21:00:00,2020,3,18,21,0,78,12,2,Mecredi,3,Soir,3,Hiver,7133,545,"Estimé"
2020-03-18,22:00:00,2020,3,18,22,0,78,12,2,Mecredi,3,Soir,3,Hiver,7188,600,"Relevé"
2020-03-18,23:00:00,2020,3,18,23,0,78,12,2,Mecredi,3,Soir,3,Hiver,7192,604,"Estimé"
2020-03-19,00:00:00,2020,3,19,0,0,79,12,3,Jeudi,0,Nuit,3,Hiver,7196,0,"Reporté"
2020-03-19,01:00:00,2020,3,19,1,0,79,12,3,Jeudi,0,Nuit,3,Hiver,7198,2,"Estimé"
2020-03-19,02:00:00,2020,3,19,2,0,79,12,3,Jeudi,0,Nuit,3,Hiver,7199,3,"Estimé"
2020-03-19,03:00:00,2020,3,19,3,0,79,12,3,Jeudi,0,Nuit,3,Hiver,7201,5,"Estimé"
2020-03-19,04:00:00,2020,3,19,4,0,79,12,3,Jeudi,0,Nuit,3,Hiver,7203,7,"Estimé"
2020-03-19,05:00:00,2020,3,19,5,0,79,12,3,Jeudi,0,Nuit,3,Hiver,7205,9,"Estimé"
2020-03-19,06:00:00,2020,3,19,6,0,79,12,3,Jeudi,0,Nuit,3,Hiver,7206,10,"Estimé"
2020-03-19,07:00:00,2020,3,19,7,0,79,12,3,Jeudi,0,Nuit,3,Hiver,7208,12,"Relevé"
2020-03-19,08:00:00,2020,3,19,8,0,79,12,3,Jeudi,1,Matin,3,Hiver,7237,41,"Estimé"
2020-03-19,09:00:00,2020,3,19,9,0,79,12,3,Jeudi,1,Matin,3,Hiver,7265,69,"Estimé"
2020-03-19,10:00:00,2020,3,19,10,0,79,12,3,Jeudi,1,Matin,3,Hiver,7294,98,"Estimé"
2020-03-19,11:00:00,2020,3,19,11,0,79,12,3,Jeudi,1,Matin,3,Hiver,7323,127,"Estimé"
2020-03-19,12:00:00,2020,3,19,12,0,79,12,3,Jeudi,2,"Après-Midi",3,Hiver,7351,155,"Estimé"
2020-03-19,13:00:00,2020,3,19,13,0,79,12,3,Jeudi,2,"Après-Midi",3,Hiver,7380,184,"Relevé"
2020-03-19,14:00:00,2020,3,19,14,0,79,12,3,Jeudi,2,"Après-Midi",3,Hiver,7419,223,"Estimé"
2020-03-19,15:00:00,2020,3,19,15,0,79,12,3,Jeudi,2,"Après-Midi",3,Hiver,7457,261,"Estimé"
2020-03-19,16:00:00,2020,3,19,16,0,79,12,3,Jeudi,2,"Après-Midi",3,Hiver,7496,300,"Estimé"
2020-03-19,17:00:00,2020,3,19,17,0,79,12,3,Jeudi,2,"Après-Midi",3,Hiver,7535,339,"Estimé"
2020-03-19,18:00:00,2020,3,19,18,0,79,12,3,Jeudi,3,Soir,3,Hiver,7573,377,"Estimé"
2020-03-19,19:00:00,2020,3,19,19,0,79,12,3,Jeudi,3,Soir,3,Hiver,7612,416,"Relevé"
2020-03-19,20:00:00,2020,3,19,20,0,79,12,3,Jeudi,3,Soir,3,Hiver,7623,427,"Estimé"
2020-03-19,21:00:00,2020,3,19,21,0,79,12,3,Jeudi,3,Soir,3,Hiver,7634,438,"Estimé"
2020-03-19,22:00:00,2020,3,19,22,0,79,12,3,Jeudi,3,Soir,3,Hiver,7644,448,"Estimé"
2020-03-19,23:00:00,2020,3,19,23,0,79,12,3,Jeudi,3,Soir,3,Hiver,7655,459,"Estimé"
2020-03-20,00:00:00,2020,3,20,0,0,80,12,4,Vendredi,0,Nuit,3,Hiver,7666,0,"Reporté"
2020-03-20,01:00:00,2020,3,20,1,0,80,12,4,Vendredi,0,Nuit,3,Hiver,7669,3,"Estimé"
2020-03-20,02:00:00,2020,3,20,2,0,80,12,4,Vendredi,0,Nuit,3,Hiver,7672,6,"Estimé"
2020-03-20,03:00:00,2020,3,20,3,0,80,12,4,Vendredi,0,Nuit,3,Hiver,7675,9,"Estimé"
2020-03-20,04:00:00,2020,3,20,4,0,80,12,4,Vendredi,0,Nuit,3,Hiver,7678,12,"Estimé"
2020-03-20,05:00:00,2020,3,20,5,0,80,12,4,Vendredi,0,Nuit,3,Hiver,7680,14,"Estimé"
2020-03-20,06:00:00,2020,3,20,6,0,80,12,4,Vendredi,0,Nuit,3,Hiver,7683,17,"Estimé"
2020-03-20,07:00:00,2020,3,20,7,0,80,12,4,Vendredi,0,Nuit,3,Hiver,7686,20,"Estimé"
2020-03-20,08:00:00,2020,3,20,8,0,80,12,4,Vendredi,1,Matin,3,Hiver,7689,23,"Relevé"
2020-03-20,09:00:00,2020,3,20,9,0,80,12,4,Vendredi,1,Matin,3,Hiver,7712,46,"Estimé"
2020-03-20,10:00:00,2020,3,20,10,0,80,12,4,Vendredi,1,Matin,3,Hiver,7735,69,"Estimé"
2020-03-20,11:00:00,2020,3,20,11,0,80,12,4,Vendredi,1,Matin,3,Hiver,7758,92,"Estimé"
2020-03-20,12:00:00,2020,3,20,12,0,80,12,4,Vendredi,2,"Après-Midi",3,Hiver,7782,116,"Estimé"
2020-03-20,13:00:00,2020,3,20,13,0,80,12,4,Vendredi,2,"Après-Midi",3,Hiver,7805,139,"Estimé"
2020-03-20,14:00:00,2020,3,20,14,0,80,12,4,Vendredi,2,"Après-Midi",3,Hiver,7828,162,"Estimé"
2020-03-20,15:00:00,2020,3,20,15,0,80,12,4,Vendredi,2,"Après-Midi",3,Hiver,7851,185,"Relevé"
2020-03-20,16:00:00,2020,3,20,16,0,80,12,4,Vendredi,2,"Après-Midi",3,Hiver,7885,219,"Estimé"
2020-03-20,17:00:00,2020,3,20,17,0,80,12,4,Vendredi,2,"Après-Midi",3,Hiver,7919,253,"Estimé"
2020-03-20,18:00:00,2020,3,20,18,0,80,12,4,Vendredi,3,Soir,3,Hiver,7953,287,"Relevé"
2020-03-20,19:00:00,2020,3,20,19,0,80,12,4,Vendredi,3,Soir,3,Hiver,7966,300,"Relevé"
2020-03-20,20:00:00,2020,3,20,20,0,80,12,4,Vendredi,3,Soir,3,Hiver,7978,312,"Estimé"
2020-03-20,21:00:00,2020,3,20,21,0,80,12,4,Vendredi,3,Soir,3,Hiver,7991,325,"Estimé"
2020-03-20,22:00:00,2020,3,20,22,0,80,12,4,Vendredi,3,Soir,3,Hiver,8003,337,"Estimé"
2020-03-20,23:00:00,2020,3,20,23,0,80,12,4,Vendredi,3,Soir,3,Hiver,8016,350,"Estimé"
2020-03-21,00:00:00,2020,3,21,0,0,81,12,5,Samedi,0,Nuit,0,Printemps,8028,0,"Reporté"
2020-03-21,01:00:00,2020,3,21,1,0,81,12,5,Samedi,0,Nuit,0,Printemps,8034,6,"Estimé"
2020-03-21,02:00:00,2020,3,21,2,0,81,12,5,Samedi,0,Nuit,0,Printemps,8041,13,"Estimé"
2020-03-21,03:00:00,2020,3,21,3,0,81,12,5,Samedi,0,Nuit,0,Printemps,8048,20,"Estimé"
2020-03-21,04:00:00,2020,3,21,4,0,81,12,5,Samedi,0,Nuit,0,Printemps,8054,26,"Estimé"
2020-03-21,05:00:00,2020,3,21,5,0,81,12,5,Samedi,0,Nuit,0,Printemps,8060,32,"Estimé"
2020-03-21,06:00:00,2020,3,21,6,0,81,12,5,Samedi,0,Nuit,0,Printemps,8067,39,"Estimé"
2020-03-21,07:00:00,2020,3,21,7,0,81,12,5,Samedi,0,Nuit,0,Printemps,8074,46,"Estimé"
