datetime,annee,mois,jours,heure,minute,jour_année,jour_semaine,tranche_horaire,saison,comptage_cumul,comptage_quotidien,methode
2020-03-12 00:00:00,2020,3,12,0,0,72,Jeudi,Nuit,Hiver,0.0,0.0,Reporté
2020-03-12 01:00:00,2020,3,12,1,0,72,Jeudi,Nuit,Hiver,10.0,10.0,Estimé
2020-03-12 02:00:00,2020,3,12,2,0,72,Jeudi,Nuit,Hiver,20.0,20.0,Estimé
2020-03-12 03:00:00,2020,3,12,3,0,72,Jeudi,Nuit,Hiver,30.0,30.0,Estimé
2020-03-12 04:00:00,2020,3,12,4,0,72,Jeudi,Nuit,Hiver,40.0,40.0,Estimé
2020-03-12 05:00:00,2020,3,12,5,0,72,Jeudi,Nuit,Hiver,50.0,50.0,Estimé
2020-03-12 06:00:00,2020,3,12,6,0,72,Jeudi,Nuit,Hiver,59.0,59.0,Estimé
2020-03-12 07:00:00,2020,3,12,7,0,72,Jeudi,Nuit,Hiver,69.0,69.0,Estimé
2020-03-12 08:00:00,2020,3,12,8,0,72,Jeudi,Matin,Hiver,79.0,79.0,Estimé
2020-03-12 09:00:00,2020,3,12,9,0,72,Jeudi,Matin,Hiver,89.0,89.0,Estimé
2020-03-12 10:00:00,2020,3,12,10,0,72,Jeudi,Matin,Hiver,99.0,99.0,Estimé
2020-03-12 11:00:00,2020,3,12,11,0,72,Jeudi,Matin,Hiver,109.0,109.0,Relevé
2020-03-12 12:00:00,2020,3,12,12,0,72,Jeudi,Après-Midi,Hiver,220.0,220.0,Estimé
2020-03-12 13:00:00,2020,3,12,13,0,72,Jeudi,Après-Midi,Hiver,330.0,330.0,Estimé
2020-03-12 14:00:00,2020,3,12,14,0,72,Jeudi,Après-Midi,Hiver,441.0,441.0,Relevé
2020-03-12 15:00:00,2020,3,12,15,0,72,Jeudi,Après-Midi,Hiver,550.0,550.0,Estimé
2020-03-12 16:00:00,2020,3,12,16,0,72,Jeudi,Après-Midi,Hiver,660.0,660.0,Estimé
2020-03-12 17:00:00,2020,3,12,17,0,72,Jeudi,Après-Midi,Hiver,770.0,770.0,Estimé
2020-03-12 18:00:00,2020,3,12,18,0,72,Jeudi,Soir,Hiver,879.0,879.0,Estimé
2020-03-12 19:00:00,2020,3,12,19,0,72,Jeudi,Soir,Hiver,988.0,988.0,Estimé
2020-03-12 20:00:00,2020,3,12,20,0,72,Jeudi,Soir,Hiver,1098.0,1098.0,Estimé
2020-03-12 21:00:00,2020,3,12,21,0,72,Jeudi,Soir,Hiver,1208.0,1208.0,Estimé
2020-03-12 22:00:00,2020,3,12,22,0,72,Jeudi,Soir,Hiver,1317.0,1317.0,Estimé
2020-03-12 23:00:00,2020,3,12,23,0,72,Jeudi,Soir,Hiver,1426.0,1426.0,Estimé
2020-03-13 00:00:00,2020,3,13,0,0,73,Vendredi,Nuit,Hiver,1536.0,0.0,Reporté
2020-03-13 01:00:00,2020,3,13,1,0,73,Vendredi,Nuit,Hiver,1574.0,38.0,Estimé
2020-03-13 02:00:00,2020,3,13,2,0,73,Vendredi,Nuit,Hiver,1613.0,77.0,Estimé
2020-03-13 03:00:00,2020,3,13,3,0,73,Vendredi,Nuit,Hiver,1652.0,116.0,Estimé
2020-03-13 04:00:00,2020,3,13,4,0,73,Vendredi,Nuit,Hiver,1690.0,154.0,Estimé
2020-03-13 05:00:00,2020,3,13,5,0,73,Vendredi,Nuit,Hiver,1728.0,192.0,Estimé
2020-03-13 06:00:00,2020,3,13,6,0,73,Vendredi,Nuit,Hiver,1767.0,231.0,Estimé
2020-03-13 07:00:00,2020,3,13,7,0,73,Vendredi,Nuit,Hiver,1806.0,270.0,Estimé
2020-03-13 08:00:00,2020,3,13,8,0,73,Vendredi,Matin,Hiver,1844.0,308.0,Estimé
2020-03-13 09:00:00,2020,3,13,9,0,73,Vendredi,Matin,Hiver,1882.0,346.0,Estimé
2020-03-13 10:00:00,2020,3,13,10,0,73,Vendredi,Matin,Hiver,1921.0,385.0,Relevé
2020-03-13 11:00:00,2020,3,13,11,0,73,Vendredi,Matin,Hiver,2017.0,481.0,Estimé
2020-03-13 12:00:00,2020,3,13,12,0,73,Vendredi,Après-Midi,Hiver,2113.0,577.0,Estimé
2020-03-13 13:00:00,2020,3,13,13,0,73,Vendredi,Après-Midi,Hiver,2209.0,673.0,Estimé
2020-03-13 14:00:00,2020,3,13,14,0,73,Vendredi,Après-Midi,Hiver,2305.0,769.0,Relevé
2020-03-13 15:00:00,2020,3,13,15,0,73,Vendredi,Après-Midi,Hiver,2437.0,901.0,Estimé
2020-03-13 16:00:00,2020,3,13,16,0,73,Vendredi,Après-Midi,Hiver,2570.0,1034.0,Estimé
2020-03-13 17:00:00,2020,3,13,17,0,73,Vendredi,Après-Midi,Hiver,2702.0,1166.0,Estimé
2020-03-13 18:00:00,2020,3,13,18,0,73,Vendredi,Soir,Hiver,2834.0,1298.0,Relevé
2020-03-13 19:00:00,2020,3,13,19,0,73,Vendredi,Soir,Hiver,2896.0,1360.0,Estimé
2020-03-13 20:00:00,2020,3,13,20,0,73,Vendredi,Soir,Hiver,2959.0,1423.0,Estimé
2020-03-13 21:00:00,2020,3,13,21,0,73,Vendredi,Soir,Hiver,3022.0,1486.0,Estimé
2020-03-13 22:00:00,2020,3,13,22,0,73,Vendredi,Soir,Hiver,3084.0,1548.0,Estimé
2020-03-13 23:00:00,2020,3,13,23,0,73,Vendredi,Soir,Hiver,3146.0,1610.0,Estimé
2020-03-14 00:00:00,2020,3,14,0,0,74,Samedi,Nuit,Hiver,3209.0,0.0,Reporté
2020-03-14 01:00:00,2020,3,14,1,0,74,Samedi,Nuit,Hiver,3255.0,46.0,Estimé
2020-03-14 02:00:00,2020,3,14,2,0,74,Samedi,Nuit,Hiver,3302.0,93.0,Estimé
2020-03-14 03:00:00,2020,3,14,3,0,74,Samedi,Nuit,Hiver,3348.0,139.0,Estimé
2020-03-14 04:00:00,2020,3,14,4,0,74,Samedi,Nuit,Hiver,3394.0,185.0,Estimé
2020-03-14 05:00:00,2020,3,14,5,0,74,Samedi,Nuit,Hiver,3441.0,232.0,Estimé
2020-03-14 06:00:00,2020,3,14,6,0,74,Samedi,Nuit,Hiver,3487.0,278.0,Estimé
2020-03-14 07:00:00,2020,3,14,7,0,74,Samedi,Nuit,Hiver,3534.0,325.0,Estimé
2020-03-14 08:00:00,2020,3,14,8,0,74,Samedi,Matin,Hiver,3580.0,371.0,Estimé
2020-03-14 09:00:00,2020,3,14,9,0,74,Samedi,Matin,Hiver,3626.0,417.0,Estimé
2020-03-14 10:00:00,2020,3,14,10,0,74,Samedi,Matin,Hiver,3673.0,464.0,Estimé
2020-03-14 11:00:00,2020,3,14,11,0,74,Samedi,Matin,Hiver,3719.0,510.0,Estimé
2020-03-14 12:00:00,2020,3,14,12,0,74,Samedi,Après-Midi,Hiver,3766.0,557.0,Estimé
2020-03-14 13:00:00,2020,3,14,13,0,74,Samedi,Après-Midi,Hiver,3812.0,603.0,Estimé
2020-03-14 14:00:00,2020,3,14,14,0,74,Samedi,Après-Midi,Hiver,3858.0,649.0,Estimé
2020-03-14 15:00:00,2020,3,14,15,0,74,Samedi,Après-Midi,Hiver,3905.0,696.0,Estimé
2020-03-14 16:00:00,2020,3,14,16,0,74,Samedi,Après-Midi,Hiver,3951.0,742.0,Relevé
2020-03-14 17:00:00,2020,3,14,17,0,74,Samedi,Après-Midi,Hiver,4012.0,803.0,Estimé
2020-03-14 18:00:00,2020,3,14,18,0,74,Samedi,Soir,Hiver,4074.0,865.0,Estimé
2020-03-14 19:00:00,2020,3,14,19,0,74,Samedi,Soir,Hiver,4135.0,926.0,Estimé
2020-03-14 20:00:00,2020,3,14,20,0,74,Samedi,Soir,Hiver,4196.0,987.0,Estimé
2020-03-14 21:00:00,2020,3,14,21,0,74,Samedi,Soir,Hiver,4258.0,1049.0,Estimé
2020-03-14 22:00:00,2020,3,14,22,0,74,Samedi,Soir,Hiver,4319.0,1110.0,Estimé
2020-03-14 23:00:00,2020,3,14,23,0,74,Samedi,Soir,Hiver,4381.0,1172.0,Estimé
2020-03-15 00:00:00,2020,3,15,0,0,75,Dimanche,Nuit,Hiver,4442.0,0.0,Reporté
2020-03-15 01:00:00,2020,3,15,1,0,75,Dimanche,Nuit,Hiver,4450.0,8.0,Estimé
2020-03-15 02:00:00,2020,3,15,2,0,75,Dimanche,Nuit,Hiver,4458.0,16.0,Estimé
2020-03-15 03:00:00,2020,3,15,3,0,75,Dimanche,Nuit,Hiver,4465.0,23.0,Estimé
2020-03-15 04:00:00,2020,3,15,4,0,75,Dimanche,Nuit,Hiver,4473.0,31.0,Estimé
2020-03-15 05:00:00,2020,3,15,5,0,75,Dimanche,Nuit,Hiver,4481.0,39.0,Estimé
2020-03-15 06:00:00,2020,3,15,6,0,75,Dimanche,Nuit,Hiver,4489.0,47.0,Estimé
2020-03-15 07:00:00,2020,3,15,7,0,75,Dimanche,Nuit,Hiver,4496.0,54.0,Estimé
2020-03-15 08:00:00,2020,3,15,8,0,75,Dimanche,Matin,Hiver,4504.0,62.0,Estimé
2020-03-15 09:00:00,2020,3,15,9,0,75,Dimanche,Matin,Hiver,4512.0,70.0,Relevé
2020-03-15 10:00:00,2020,3,15,10,0,75,Dimanche,Matin,Hiver,4540.0,98.0,Estimé
2020-03-15 11:00:00,2020,3,15,11,0,75,Dimanche,Matin,Hiver,4567.0,125.0,Relevé
2020-03-15 12:00:00,2020,3,15,12,0,75,Dimanche,Après-Midi,Hiver,4615.0,173.0,Estimé
2020-03-15 13:00:00,2020,3,15,13,0,75,Dimanche,Après-Midi,Hiver,4662.0,220.0,Estimé
2020-03-15 14:00:00,2020,3,15,14,0,75,Dimanche,Après-Midi,Hiver,4710.0,268.0,Relevé
2020-03-15 15:00:00,2020,3,15,15,0,75,Dimanche,Après-Midi,Hiver,4825.0,383.0,Relevé
2020-03-15 16:00:00,2020,3,15,16,0,75,Dimanche,Après-Midi,Hiver,4862.0,420.0,Estimé
2020-03-15 17:00:00,2020,3,15,17,0,75,Dimanche,Après-Midi,Hiver,4898.0,456.0,Estimé
2020-03-15 18:00:00,2020,3,15,18,0,75,Dimanche,Soir,Hiver,4935.0,493.0,Estimé
2020-03-15 19:00:00,2020,3,15,19,0,75,Dimanche,Soir,Hiver,4971.0,529.0,Estimé
2020-03-15 20:00:00,2020,3,15,20,0,75,Dimanche,Soir,Hiver,5008.0,566.0,Relevé
2020-03-15 21:00:00,2020,3,15,21,0,75,Dimanche,Soir,Hiver,5027.0,585.0,Estimé
2020-03-15 22:00:00,2020,3,15,22,0,75,Dimanche,Soir,Hiver,5046.0,604.0,Estimé
2020-03-15 23:00:00,2020,3,15,23,0,75,Dimanche,Soir,Hiver,5064.0,622.0,Estimé
2020-03-16 00:00:00,2020,3,16,0,0,76,Lundi,Nuit,Hiver,5083.0,0.0,Reporté
2020-03-16 01:00:00,2020,3,16,1,0,76,Lundi,Nuit,Hiver,5085.0,2.0,Estimé
2020-03-16 02:00:00,2020,3,16,2,0,76,Lundi,Nuit,Hiver,5088.0,5.0,Estimé
2020-03-16 03:00:00,2020,3,16,3,0,76,Lundi,Nuit,Hiver,5090.0,7.0,Estimé
2020-03-16 04:00:00,2020,3,16,4,0,76,Lundi,Nuit,Hiver,5092.0,9.0,Estimé
2020-03-16 05:00:00,2020,3,16,5,0,76,Lundi,Nuit,Hiver,5095.0,12.0,Estimé
2020-03-16 06:00:00,2020,3,16,6,0,76,Lundi,Nuit,Hiver,5097.0,14.0,Relevé
2020-03-16 07:00:00,2020,3,16,7,0,76,Lundi,Nuit,Hiver,5136.0,53.0,Estimé
2020-03-16 08:00:00,2020,3,16,8,0,76,Lundi,Matin,Hiver,5176.0,93.0,Relevé
2020-03-16 09:00:00,2020,3,16,9,0,76,Lundi,Matin,Hiver,5233.0,150.0,Estimé
2020-03-16 10:00:00,2020,3,16,10,0,76,Lundi,Matin,Hiver,5291.0,208.0,Estimé
2020-03-16 11:00:00,2020,3,16,11,0,76,Lundi,Matin,Hiver,5348.0,265.0,Relevé
2020-03-16 12:00:00,2020,3,16,12,0,76,Lundi,Après-Midi,Hiver,5415.0,332.0,Estimé
2020-03-16 13:00:00,2020,3,16,13,0,76,Lundi,Après-Midi,Hiver,5481.0,398.0,Estimé
2020-03-16 14:00:00,2020,3,16,14,0,76,Lundi,Après-Midi,Hiver,5548.0,465.0,Estimé
2020-03-16 15:00:00,2020,3,16,15,0,76,Lundi,Après-Midi,Hiver,5615.0,532.0,Estimé
2020-03-16 16:00:00,2020,3,16,16,0,76,Lundi,Après-Midi,Hiver,5681.0,598.0,Estimé
2020-03-16 17:00:00,2020,3,16,17,0,76,Lundi,Après-Midi,Hiver,5748.0,665.0,Relevé
2020-03-16 18:00:00,2020,3,16,18,0,76,Lundi,Soir,Hiver,5836.0,753.0,Relevé
2020-03-16 19:00:00,2020,3,16,19,0,76,Lundi,Soir,Hiver,5877.0,794.0,Estimé
2020-03-16 20:00:00,2020,3,16,20,0,76,Lundi,Soir,Hiver,5917.0,834.0,Estimé
2020-03-16 21:00:00,2020,3,16,21,0,76,Lundi,Soir,Hiver,5958.0,875.0,Relevé
2020-03-16 22:00:00,2020,3,16,22,0,76,Lundi,Soir,Hiver,6010.0,927.0,Relevé
2020-03-16 23:00:00,2020,3,16,23,0,76,Lundi,Soir,Hiver,6020.0,937.0,Estimé
2020-03-17 00:00:00,2020,3,17,0,0,77,Mardi,Nuit,Hiver,6029.0,0.0,Reporté
2020-03-17 01:00:00,2020,3,17,1,0,77,Mardi,Nuit,Hiver,6042.0,13.0,Estimé
2020-03-17 02:00:00,2020,3,17,2,0,77,Mardi,Nuit,Hiver,6054.0,25.0,Estimé
2020-03-17 03:00:00,2020,3,17,3,0,77,Mardi,Nuit,Hiver,6066.0,37.0,Estimé
2020-03-17 04:00:00,2020,3,17,4,0,77,Mardi,Nuit,Hiver,6079.0,50.0,Estimé
2020-03-17 05:00:00,2020,3,17,5,0,77,Mardi,Nuit,Hiver,6092.0,63.0,Estimé
2020-03-17 06:00:00,2020,3,17,6,0,77,Mardi,Nuit,Hiver,6104.0,75.0,Estimé
2020-03-17 07:00:00,2020,3,17,7,0,77,Mardi,Nuit,Hiver,6116.0,87.0,Estimé
2020-03-17 08:00:00,2020,3,17,8,0,77,Mardi,Matin,Hiver,6129.0,100.0,Relevé
2020-03-17 09:00:00,2020,3,17,9,0,77,Mardi,Matin,Hiver,6172.0,143.0,Estimé
2020-03-17 10:00:00,2020,3,17,10,0,77,Mardi,Matin,Hiver,6216.0,187.0,Relevé
2020-03-17 11:00:00,2020,3,17,11,0,77,Mardi,Matin,Hiver,6286.0,257.0,Relevé
2020-03-17 12:00:00,2020,3,17,12,0,77,Mardi,Après-Midi,Hiver,6319.0,290.0,Relevé
2020-03-17 13:00:00,2020,3,17,13,0,77,Mardi,Après-Midi,Hiver,6346.0,317.0,Estimé
2020-03-17 14:00:00,2020,3,17,14,0,77,Mardi,Après-Midi,Hiver,6374.0,345.0,Estimé
2020-03-17 15:00:00,2020,3,17,15,0,77,Mardi,Après-Midi,Hiver,6401.0,372.0,Relevé
2020-03-17 16:00:00,2020,3,17,16,0,77,Mardi,Après-Midi,Hiver,6436.0,407.0,Estimé
2020-03-17 17:00:00,2020,3,17,17,0,77,Mardi,Après-Midi,Hiver,6470.0,441.0,Estimé
2020-03-17 18:00:00,2020,3,17,18,0,77,Mardi,Soir,Hiver,6504.0,475.0,Estimé
2020-03-17 19:00:00,2020,3,17,19,0,77,Mardi,Soir,Hiver,6539.0,510.0,Relevé
2020-03-17 20:00:00,2020,3,17,20,0,77,Mardi,Soir,Hiver,6549.0,520.0,Estimé
2020-03-17 21:00:00,2020,3,17,21,0,77,Mardi,Soir,Hiver,6559.0,530.0,Estimé
2020-03-17 22:00:00,2020,3,17,22,0,77,Mardi,Soir,Hiver,6568.0,539.0,Estimé
2020-03-17 23:00:00,2020,3,17,23,0,77,Mardi,Soir,Hiver,6578.0,549.0,Estimé
2020-03-18 00:00:00,2020,3,18,0,0,78,Mecredi,Nuit,Hiver,6588.0,0.0,Reporté
2020-03-18 01:00:00,2020,3,18,1,0,78,Mecredi,Nuit,Hiver,6591.0,3.0,Estimé
2020-03-18 02:00:00,2020,3,18,2,0,78,Mecredi,Nuit,Hiver,6594.0,6.0,Estimé
2020-03-18 03:00:00,2020,3,18,3,0,78,Mecredi,Nuit,Hiver,6598.0,10.0,Estimé
2020-03-18 04:00:00,2020,3,18,4,0,78,Mecredi,Nuit,Hiver,6601.0,13.0,Estimé
2020-03-18 05:00:00,2020,3,18,5,0,78,Mecredi,Nuit,Hiver,6604.0,16.0,Estimé
2020-03-18 06:00:00,2020,3,18,6,0,78,Mecredi,Nuit,Hiver,6608.0,20.0,Estimé
2020-03-18 07:00:00,2020,3,18,7,0,78,Mecredi,Nuit,Hiver,6611.0,23.0,Estimé
2020-03-18 08:00:00,2020,3,18,8,0,78,Mecredi,Matin,Hiver,6614.0,26.0,Relevé
2020-03-18 09:00:00,2020,3,18,9,0,78,Mecredi,Matin,Hiver,6643.0,55.0,Estimé
2020-03-18 10:00:00,2020,3,18,10,0,78,Mecredi,Matin,Hiver,6672.0,84.0,Estimé
2020-03-18 11:00:00,2020,3,18,11,0,78,Mecredi,Matin,Hiver,6700.0,112.0,Estimé
2020-03-18 12:00:00,2020,3,18,12,0,78,Mecredi,Après-Midi,Hiver,6729.0,141.0,Relevé
2020-03-18 13:00:00,2020,3,18,13,0,78,Mecredi,Après-Midi,Hiver,6777.0,189.0,Estimé
2020-03-18 14:00:00,2020,3,18,14,0,78,Mecredi,Après-Midi,Hiver,6825.0,237.0,Estimé
2020-03-18 15:00:00,2020,3,18,15,0,78,Mecredi,Après-Midi,Hiver,6873.0,285.0,Estimé
2020-03-18 16:00:00,2020,3,18,16,0,78,Mecredi,Après-Midi,Hiver,6920.0,332.0,Estimé
2020-03-18 17:00:00,2020,3,18,17,0,78,Mecredi,Après-Midi,Hiver,6968.0,380.0,Estimé
2020-03-18 18:00:00,2020,3,18,18,0,78,Mecredi,Soir,Hiver,7016.0,428.0,Estimé
2020-03-18 19:00:00,2020,3,18,19,0,78,Mecredi,Soir,Hiver,7064.0,476.0,Relevé
2020-03-18 20:00:00,2020,3,18,20,0,78,Mecredi,Soir,Hiver,7078.0,490.0,Relevé
2020-03-18 21:00:00,2020,3,18,21,0,78,Mecredi,Soir,Hiver,7133.0,545.0,Estimé
2020-03-18 22:00:00,2020,3,18,22,0,78,Mecredi,Soir,Hiver,7188.0,600.0,Relevé
2020-03-18 23:00:00,2020,3,18,23,0,78,Mecredi,Soir,Hiver,7192.0,604.0,Estimé
2020-03-19 00:00:00,2020,3,19,0,0,79,Jeudi,Nuit,Hiver,7196.0,0.0,Reporté
2020-03-19 01:00:00,2020,3,19,1,0,79,Jeudi,Nuit,Hiver,7198.0,2.0,Estimé
2020-03-19 02:00:00,2020,3,19,2,0,79,Jeudi,Nuit,Hiver,7199.0,3.0,Estimé
2020-03-19 03:00:00,2020,3,19,3,0,79,Jeudi,Nuit,Hiver,7201.0,5.0,Estimé
2020-03-19 04:00:00,2020,3,19,4,0,79,Jeudi,Nuit,Hiver,7203.0,7.0,Estimé
2020-03-19 05:00:00,2020,3,19,5,0,79,Jeudi,Nuit,Hiver,7205.0,9.0,Estimé
2020-03-19 06:00:00,2020,3,19,6,0,79,Jeudi,Nuit,Hiver,7206.0,10.0,Estimé
2020-03-19 07:00:00,2020,3,19,7,0,79,Jeudi,Nuit,Hiver,7208.0,12.0,Relevé
2020-03-19 08:00:00,2020,3,19,8,0,79,Jeudi,Matin,Hiver,7237.0,41.0,Estimé
2020-03-19 09:00:00,2020,3,19,9,0,79,Jeudi,Matin,Hiver,7265.0,69.0,Estimé
2020-03-19 10:00:00,2020,3,19,10,0,79,Jeudi,Matin,Hiver,7294.0,98.0,Estimé
2020-03-19 11:00:00,2020,3,19,11,0,79,Jeudi,Matin,Hiver,7323.0,127.0,Estimé
2020-03-19 12:00:00,2020,3,19,12,0,79,Jeudi,Après-Midi,Hiver,7351.0,155.0,Estimé
2020-03-19 13:00:00,2020,3,19,13,0,79,Jeudi,Après-Midi,Hiver,7380.0,184.0,Relevé
2020-03-19 14:00:00,2020,3,19,14,0,79,Jeudi,Après-Midi,Hiver,7419.0,223.0,Estimé
2020-03-19 15:00:00,2020,3,19,15,0,79,Jeudi,Après-Midi,Hiver,7457.0,261.0,Estimé
2020-03-19 16:00:00,2020,3,19,16,0,79,Jeudi,Après-Midi,Hiver,7496.0,300.0,Estimé
2020-03-19 17:00:00,2020,3,19,17,0,79,Jeudi,Après-Midi,Hiver,7535.0,339.0,Estimé
2020-03-19 18:00:00,2020,3,19,18,0,79,Jeudi,Soir,Hiver,7573.0,377.0,Estimé
2020-03-19 19:00:00,2020,3,19,19,0,79,Jeudi,Soir,Hiver,7612.0,416.0,Relevé
2020-03-19 20:00:00,2020,3,19,20,0,79,Jeudi,Soir,Hiver,7623.0,427.0,Estimé
2020-03-19 21:00:00,2020,3,19,21,0,79,Jeudi,Soir,Hiver,7634.0,438.0,Estimé
2020-03-19 22:00:00,2020,3,19,22,0,79,Jeudi,Soir,Hiver,7644.0,448.0,Estimé
2020-03-19 23:00:00,2020,3,19,23,0,79,Jeudi,Soir,Hiver,7655.0,459.0,Estimé
2020-03-20 00:00:00,2020,3,20,0,0,80,Vendredi,Nuit,Hiver,7666.0,0.0,Reporté
2020-03-20 01:00:00,2020,3,20,1,0,80,Vendredi,Nuit,Hiver,7669.0,3.0,Estimé
2020-03-20 02:00:00,2020,3,20,2,0,80,Vendredi,Nuit,Hiver,7672.0,6.0,Estimé
2020-03-20 03:00:00,2020,3,20,3,0,80,Vendredi,Nuit,Hiver,7675.0,9.0,Estimé
2020-03-20 04:00:00,2020,3,20,4,0,80,Vendredi,Nuit,Hiver,7678.0,12.0,Estimé
2020-03-20 05:00:00,2020,3,20,5,0,80,Vendredi,Nuit,Hiver,7680.0,14.0,Estimé
2020-03-20 06:00:00,2020,3,20,6,0,80,Vendredi,Nuit,Hiver,7683.0,17.0,Estimé
2020-03-20 07:00:00,2020,3,20,7,0,80,Vendredi,Nuit,Hiver,7686.0,20.0,Estimé
2020-03-20 08:00:00,2020,3,20,8,0,80,Vendredi,Matin,Hiver,7689.0,23.0,Relevé
2020-03-20 09:00:00,2020,3,20,9,0,80,Vendredi,Matin,Hiver,7712.0,46.0,Estimé
2020-03-20 10:00:00,2020,3,20,10,0,80,Vendredi,Matin,Hiver,7735.0,69.0,Estimé
2020-03-20 11:00:00,2020,3,20,11,0,80,Vendredi,Matin,Hiver,7758.0,92.0,Estimé
2020-03-20 12:00:00,2020,3,20,12,0,80,Vendredi,Après-Midi,Hiver,7782.0,116.0,Estimé
2020-03-20 13:00:00,2020,3,20,13,0,80,Vendredi,Après-Midi,Hiver,7805.0,139.0,Estimé
2020-03-20 14:00:00,2020,3,20,14,0,80,Vendredi,Après-Midi,Hiver,7828.0,162.0,Estimé
2020-03-20 15:00:00,2020,3,20,15,0,80,Vendredi,Après-Midi,Hiver,7851.0,185.0,Relevé
2020-03-20 16:00:00,2020,3,20,16,0,80,Vendredi,Après-Midi,Hiver,7885.0,219.0,Estimé
2020-03-20 17:00:00,2020,3,20,17,0,80,Vendredi,Après-Midi,Hiver,7919.0,253.0,Estimé
2020-03-20 18:00:00,2020,3,20,18,0,80,Vendredi,Soir,Hiver,7953.0,287.0,Relevé
2020-03-20 19:00:00,2020,3,20,19,0,80,Vendredi,Soir,Hiver,7966.0,300.0,Relevé
2020-03-20 20:00:00,2020,3,20,20,0,80,Vendredi,Soir,Hiver,7978.0,312.0,Estimé
2020-03-20 21:00:00,2020,3,20,21,0,80,Vendredi,Soir,Hiver,7991.0,325.0,Estimé
2020-03-20 22:00:00,2020,3,20,22,0,80,Vendredi,Soir,Hiver,8003.0,337.0,Estimé
2020-03-20 23:00:00,2020,3,20,23,0,80,Vendredi,Soir,Hiver,8016.0,350.0,Estimé
2020-03-21 00:00:00,2020,3,21,0,0,81,Samedi,Nuit,Printemps,8028.0,0.0,Reporté
2020-03-21 01:00:00,2020,3,21,1,0,81,Samedi,Nuit,Printemps,8034.0,6.0,Estimé
2020-03-21 02:00:00,2020,3,21,2,0,81,Samedi,Nuit,Printemps,8041.0,13.0,Estimé
2020-03-21 03:00:00,2020,3,21,3,0,81,Samedi,Nuit,Printemps,8048.0,20.0,Estimé
2020-03-21 04:00:00,2020,3,21,4,0,81,Samedi,Nuit,Printemps,8054.0,26.0,Estimé
2020-03-21 05:00:00,2020,3,21,5,0,81,Samedi,Nuit,Printemps,8060.0,32.0,Estimé
2020-03-21 06:00:00,2020,3,21,6,0,81,Samedi,Nuit,Printemps,8067.0,39.0,Estimé
2020-03-21 07:00:00,2020,3,21,7,0,81,Samedi,Nuit,Printemps,8074.0,46.0,Estimé
2020-03-21 08:00:00,2020,3,21,8,0,81,Samedi,Matin,Printemps,8080.0,52.0,Estimé
2020-03-21 09:00:00,2020,3,21,9,0,81,Samedi,Matin,Printemps,8086.0,58.0,Estimé
2020-03-21 10:00:00,2020,3,21,10,0,81,Samedi,Matin,Printemps,8093.0,65.0,Estimé
2020-03-21 11:00:00,2020,3,21,11,0,81,Samedi,Matin,Printemps,8100.0,72.0,Estimé
2020-03-21 12:00:00,2020,3,21,12,0,81,Samedi,Après-Midi,Printemps,8106.0,78.0,Relevé
2020-03-21 13:00:00,2020,3,21,13,0,81,Samedi,Après-Midi,Printemps,8125.0,97.0,Estimé
2020-03-21 14:00:00,2020,3,21,14,0,81,Samedi,Après-Midi,Printemps,8144.0,116.0,Estimé
2020-03-21 15:00:00,2020,3,21,15,0,81,Samedi,Après-Midi,Printemps,8163.0,135.0,Estimé
2020-03-21 16:00:00,2020,3,21,16,0,81,Samedi,Après-Midi,Printemps,8182.0,154.0,Estimé
2020-03-21 17:00:00,2020,3,21,17,0,81,Samedi,Après-Midi,Printemps,8201.0,173.0,Estimé
2020-03-21 18:00:00,2020,3,21,18,0,81,Samedi,Soir,Printemps,8220.0,192.0,Estimé
2020-03-21 19:00:00,2020,3,21,19,0,81,Samedi,Soir,Printemps,8239.0,211.0,Estimé
2020-03-21 20:00:00,2020,3,21,20,0,81,Samedi,Soir,Printemps,8258.0,230.0,Relevé
2020-03-21 21:00:00,2020,3,21,21,0,81,Samedi,Soir,Printemps,8268.0,240.0,Estimé
2020-03-21 22:00:00,2020,3,21,22,0,81,Samedi,Soir,Printemps,8277.0,249.0,Estimé
2020-03-21 23:00:00,2020,3,21,23,0,81,Samedi,Soir,Printemps,8286.0,258.0,Estimé
2020-03-22 00:00:00,2020,3,22,0,0,82,Dimanche,Nuit,Printemps,8296.0,0.0,Reporté
2020-03-22 01:00:00,2020,3,22,1,0,82,Dimanche,Nuit,Printemps,8298.0,2.0,Estimé
2020-03-22 02:00:00,2020,3,22,2,0,82,Dimanche,Nuit,Printemps,8300.0,4.0,Estimé
2020-03-22 03:00:00,2020,3,22,3,0,82,Dimanche,Nuit,Printemps,8302.0,6.0,Estimé
2020-03-22 04:00:00,2020,3,22,4,0,82,Dimanche,Nuit,Printemps,8304.0,8.0,Estimé
2020-03-22 05:00:00,2020,3,22,5,0,82,Dimanche,Nuit,Printemps,8306.0,10.0,Estimé
2020-03-22 06:00:00,2020,3,22,6,0,82,Dimanche,Nuit,Printemps,8309.0,13.0,Estimé
2020-03-22 07:00:00,2020,3,22,7,0,82,Dimanche,Nuit,Printemps,8311.0,15.0,Estimé
2020-03-22 08:00:00,2020,3,22,8,0,82,Dimanche,Matin,Printemps,8313.0,17.0,Estimé
2020-03-22 09:00:00,2020,3,22,9,0,82,Dimanche,Matin,Printemps,8315.0,19.0,Estimé
